verdict,confidence,tier,brand_guess,matched_alias,match_location,flags,id,name,display_name,sku,category,price,stock,store_stock,needs_attention,decision,note
KEEP,high,B,Sanrio,SANRIO,name,images=1,cmryqjeqz018nnrx45n8nqln6,SETIP SET SANRIO 4PCS 9310,Alat Tulis Sekolah Setip Set Sanrio 4PCS 9310,P-24110056,Alat Tulis,12000,12,0,,,
KEEP,high,C,Stabilo,STABILO,name,images=1,cmryqjfl10193nrx4x6fap9be,SISIR SASAK STABILO KO2,Alat Tulis Sekolah Sisir Sasak Stabilo KO2,P-25030798,Alat Tulis,1500,24,0,,,
KEEP,high,C,Snowman,SNOWMAN,name,images=1,cmryqjg7m019fnrx4uhr2usf7,SPIDOL SNOWMAN 12 WARNA,Alat Tulis Sekolah Spidol Snowman 12 Warna,8990001703883,Alat Tulis,17500,1071,0,,,
KEEP,high,C,Snowman,SNOWMAN,name,images=1,cmryqjgbi019hnrx4zwg45vf6,SPIDOL SNOWMAN 6 WARNA MM B,Alat Tulis Sekolah Spidol Snowman 6 Warna Mm B,P-23090421,Alat Tulis,9000,384,0,,,
KEEP,high,C,Snowman,SNOWMAN,name,images=1,cmryqjgf7019jnrx4u3ym2fw1,SPIDOL SNOWMAN BOARDMARKER,Alat Tulis Sekolah Spidol Snowman Boardmarker,8990001756483,Alat Tulis,9000,2961,0,,,
KEEP,high,C,Snowman,SNOWMAN,name,images=1,cmryqjgix019lnrx4n33ezefa,SPIDOL SNOWMAN FSP-12 PERMANENT,Alat Tulis Sekolah Spidol Snowman FSP-12 Permanent,P-23081114,Alat Tulis,17500,24,0,,,
KEEP,high,C,Snowman,SNOWMAN,name,images=1,cmryqjgmq019nnrx41fajq876,SPIDOL SNOWMAN GP-12 PERMANENT,Alat Tulis Sekolah Spidol Snowman GP-12 Permanent,P-26060577,Alat Tulis,18000,12,0,,,
KEEP,high,C,Snowman,SNOWMAN,name,images=1,cmryqjgqg019pnrx46tt6vi4q,SPIDOL SNOWMAN PERMANENT G-12,Alat Tulis Sekolah Spidol Snowman Permanent G-12,8990001415533,Alat Tulis,8000,2172,0,,,
KEEP,high,C,Snowman,SNOWMAN,name,images=1,cmryqjgu8019rnrx4lkd8hdbf,SPIDOL SNOWMAN PERMANENT GOLD SILVER WHITE,Alat Tulis Sekolah Spidol Snowman Permanent Gold Silver White,P-24040546,Alat Tulis,17500,612,0,,,
KEEP,high,C,Snowman,SNOWMAN,name,images=1,cmryqjgy0019tnrx43ubpbea3,SPIDOL SNOWMAN SATUAN,Alat Tulis Sekolah Spidol Snowman Satuan,8990001615629,Alat Tulis,2000,4525,0,,,
KEEP,high,C,Snowman,SNOWMAN,name,images=1,cmryqjh1o019vnrx4bww6njg3,SPIDOL SNOWMAN SILVER GOLD WHITE,Alat Tulis Sekolah Spidol Snowman Silver Gold White,8990001417292,Alat Tulis,17000,360,0,,,
KEEP,high,C,Stabilo,STABILO,name,images=1,cmryqjhgb01a3nrx4joh2wbvs,STABILO 204 TIANHAO,Alat Tulis Sekolah Stabilo 204 Tianhao,P-24040478,Alat Tulis,3500,144,0,,,
KEEP,high,C,Stabilo,STABILO,name,images=1,cmryqjhnn01a7nrx424wwv4hn,STABILO MONTANA SH-1,Alat Tulis Sekolah Stabilo Montana SH-1,8990001035007,Alat Tulis,3500,48,0,,,
KEEP,high,C,Stabilo,STABILO,name,images=1,cmryqjhrc01a9nrx4sssw5z7k,STABILO VANCO HL-501,Alat Tulis Sekolah Stabilo Vanco HL-501,8990001175956,Alat Tulis,3500,150,0,,,
KEEP,high,C,Stabilo,STABILO,name,images=1,cmryqjhyx01adnrx4a1vnn7gh,STABILO ZRM ZH-103,Alat Tulis Sekolah Stabilo Zrm ZH-103,8990001661923,Alat Tulis,4200,30,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqji6b01ahnrx4weojr88j,STAPLER HD-10 KENKO,Alat Tulis Sekolah Stapler HD-10 Kenko,P-25100266,Alat Tulis,11000,12,0,,,
KEEP,high,C,Joyko,JOYKO,name,images=1,cmryqjia001ajnrx4ufq9j6yo,STAPLER JOYKO HD-10,Alat Tulis Sekolah Stapler Joyko HD-10,8990001035243,Alat Tulis,10500,156,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqjil501apnrx4djvlku9q,STAPLER KENKO HD-10D,Alat Tulis Sekolah Stapler Kenko HD-10D,P-26070499,Alat Tulis,13500,12,0,,,
KEEP,high,B,Sanrio,SANRIO,name,images=1,cmryqjiov01arnrx4s7m3rpiw,STIKER MAGNET SANRIO/LOTSO,Alat Tulis Sekolah Stiker Magnet Sanrio/Lotso,P-26040877,Alat Tulis,13000,80,0,,,
KEEP,high,C,Snowman,SNOWMAN,name,images=1,cmryqjk9u01blnrx4n8ct1sib,TINTA SNOWMAN PERMANENT MIG-20,Alat Tulis Sekolah Tinta Snowman Permanent MIG-20,8990001793594,Alat Tulis,13500,48,0,,,
KEEP,high,C,Snowman,SNOWMAN,name,images=1,cmryqjkdk01bnnrx49jg47whg,TINTA SNOWMAN WHITE BOARD,Alat Tulis Sekolah Tinta Snowman White Board,8990001762705,Alat Tulis,21000,252,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqjlb601c5nrx465wea6hx,TIPEX CT-819 KENKO,Alat Tulis Sekolah Tipex CT-819 Kenko,P-23040962,Alat Tulis,5500,36,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqjlm901cbnrx4yw5osm5x,TIPEX KENKO KE-01 MERAH,Alat Tulis Sekolah Tipex Kenko KE-01 Merah,8990001750306,Alat Tulis,6500,264,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqjlq101cdnrx4x2i79zhy,TIPEX KENKO KE-107,Alat Tulis Sekolah Tipex Kenko KE-107,8990001018710,Alat Tulis,6000,48,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqjltq01cfnrx4i4ij58i1,TIPEX KENKO KE-108,Alat Tulis Sekolah Tipex Kenko KE-108,8990001092260,Alat Tulis,5500,72,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqjlxd01chnrx48ewhv962,TIPEX KENKO KE-301 MERAH,Alat Tulis Sekolah Tipex Kenko KE-301 Merah,8990001804252,Alat Tulis,6500,36,0,,,
KEEP,high,B,Labubu,LABUBU,name,images=1,cmryqjm1101cjnrx4gtrcdpld,TIPEX ROLL 9583 LABUBU,Alat Tulis Sekolah Tipex Roll 9583 Labubu,P-24090660,Alat Tulis,5000,42,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqjm8p01cnnrx4osy5g786,TIPEX ROLL CT-151 KENKO,Alat Tulis Sekolah Tipex Roll CT-151 Kenko,P-24080044,Alat Tulis,8500,24,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqjmcd01cpnrx4dis8i6db,TIPEX ROLL CT-634 KENKO,Alat Tulis Sekolah Tipex Roll CT-634 Kenko,P-24080047,Alat Tulis,7000,24,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqjmg901crnrx4acx41nos,TIPEX ROLL CT-902DT KENKO,Alat Tulis Sekolah Tipex Roll CT-902DT Kenko,P-24100254,Alat Tulis,7500,24,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqjmjy01ctnrx46uhr21ky,TIPEX ROLL CT-903 KENKO,Alat Tulis Sekolah Tipex Roll CT-903 Kenko,8990001603213,Alat Tulis,7000,24,0,,,
DELETE,high,-,-,-,none,ordered=1;images=1,cms8woq8y00rdnrm4hx0kg88b,PALU JALA YG 22,Mainan Outdoor Olahraga Anak Palu Jala Yg 22,8990001827763,Arsip,10000,0,0,,,"tanpa sinyal merek; diproteksi riwayat pesanan -> diarsipkan, bukan dihapus"
DELETE,high,-,-,-,none,ordered=1;images=1,cms8woqkq00u6nrm451nqkkkb,PISTOL GELEMBUNG BO SET SS 1527,Mainan Gelembung Sabun Pistol Gelembung Bo Set Ss 1527,P-24100405,Arsip,27000,0,0,,,"tanpa sinyal merek; diproteksi riwayat pesanan -> diarsipkan, bukan dihapus"
DELETE,high,-,-,-,none,ordered=1;images=1,cms8woqx600wcnrm4s88r9ghp,SQUISHI BEBEK JALA,Mainan Remas Squishy Lucu Squishi Bebek Jala,P-25010194,Arsip,20000,0,0,,,"tanpa sinyal merek; diproteksi riwayat pesanan -> diarsipkan, bukan dihapus"
DELETE,high,-,-,-,none,ordered=1;images=1,cms8woqx600wdnrm43g44v5n9,SQUISHI JALA ANOMALI,Mainan Remas Squishy Lucu Squishi Jala Anomali,P-25090036,Arsip,12000,0,0,,,"tanpa sinyal merek; diproteksi riwayat pesanan -> diarsipkan, bukan dihapus"
KEEP,high,B,Sanrio,KUROMI,name,images=1,cmryqidhm00otnrx472q4xtm8,BALON HBD JLH KUROMI Y-8137,Dekorasi Pesta Ulang Tahun Balon Hbd Jlh Kuromi Y-8137,P-24070129,Balon & Pesta,30000,9,0,,,
KEEP,high,A,Barbie,BARBIE,name,images=1,cmryqh26f0002nrx4pruih3p1,BONEKA BARBIE COWOK,Boneka Lucu Hadiah Anak Barbie Cowok,8990001021659,Boneka,20000,84,0,,,
REVIEW,low,D,-,PRINCESS,name,images=1,cmryqh2jx0008nrx4pumow169,BONEKA MIKA BM985-88 PRINCESS SNOW,Boneka Lucu Hadiah Anak Mika BM985-88 Princess Snow,P-23060640,Boneka,32500,31,0,Y,,token ambigu (Tier D): PRINCESS
REVIEW,low,D,-,PRINCESS,name,images=1,cmryqh2nr000anrx4j8kzuexi,BONEKA MIKA BM985-99 PRINCESS SNOW,Boneka Lucu Hadiah Anak Mika BM985-99 Princess Snow,P-23060379,Boneka,30000,24,0,Y,,token ambigu (Tier D): PRINCESS
REVIEW,low,D,-,FROZEN,name,images=1,cmryqh32j000inrx43n7qcpw1,BONEKA SET 7302 CHELSEA FROZEN,Boneka Lucu Hadiah Anak Set 7302 Chelsea Frozen,8990001092703,Boneka,15000,12,0,Y,,token ambigu (Tier D): FROZEN
REVIEW,low,D,-,FROZEN,name,images=1,cmryqh39x000mnrx4bz18ovhi,BONEKA SET X35B FROZEN,Boneka Lucu Hadiah Anak Set X35B Frozen,P-24070803,Boneka,17500,13,0,Y,,token ambigu (Tier D): FROZEN
KEEP,high,B,Tayo,TAYO,name,images=1,cmryqh3ha000qnrx4nlfjtz2c,BONEKA TAYO UMO3,Boneka Lucu Hadiah Anak Tayo UMO3,8990001196159,Boneka,70000,13,0,,,
REVIEW,low,D,-,SLIME,name,images=1,cmryqh3zs0010nrx4alpz5u8s,SLIME TABUNG PJG ISI BONEKA,Mainan Kerajinan Kreatif Anak Slime Tabung Pjg Isi Boneka,P-23030067,Boneka,22500,144,0,Y,,token ambigu (Tier D): SLIME
REVIEW,low,D,-,TAS,name,images=1,cmryqh43g0012nrx4l5d7i7qi,TAS R BONEKA KAKI NB IUO3,Tas Anak Lucu R Boneka Kaki Nb IUO3,8990001742752,Boneka,110000,18,0,Y,,token ambigu (Tier D): TAS
REVIEW,low,D,-,TAS,name,images=1,cmryqh4730014nrx4ahor21lw,TAS R BONEKA MD RBO3,Tas Anak Lucu R Boneka Md RBO3,P-23060139,Boneka,55000,25,0,Y,,token ambigu (Tier D): TAS
REVIEW,low,D,-,TAS,name,images=1,cmryqh4ar0016nrx44gf25rk9,TAS R BONEKA NB BAO3,Tas Anak Lucu R Boneka Nb BAO3,8990001723904,Boneka,105000,21,0,Y,,token ambigu (Tier D): TAS
REVIEW,low,D,-,TAS,name,images=1,cmryqh4em0018nrx42lt7k1gl,TAS R BONEKA NB KUO3,Tas Anak Lucu R Boneka Nb KUO3,8990001595525,Boneka,82500,18,0,Y,,token ambigu (Tier D): TAS
KEEP,high,B,Labubu,LABUBU,name,images=1,cmryqisnk00wvnrx4hinmyhmx,KUTEX LABUBU,Produk Perawatan Diri Kutex Labubu,P-24100119,Kosmetik & Perawatan,9000,144,0,,,
KEEP,high,B,Sanrio,HELLO KITTY,name,images=1,cmryqiwzj00z7nrx42711tz7d,MAKE UP SET 324 HELLO KITTY RC,Produk Perawatan Diri Make Up Set 324 Hello Kitty Rc,P-25030448,Kosmetik & Perawatan,18000,18,0,,,
KEEP,high,B,Sanrio,HELLO KITTY,name,images=1,cmryqix3700z9nrx4s8wgp97b,MAKE UP SET 529-52 HELLO KITTY,Produk Perawatan Diri Make Up Set 529-52 Hello Kitty,P-24070802,Kosmetik & Perawatan,17500,12,0,,,
KEEP,high,B,Sanrio,HELLO KITTY,name,images=1,cmryqiy5i00ztnrx4chd3s8wp,MAKE UP SET HELLO KITTY,Produk Perawatan Diri Make Up Set Hello Kitty,8990001541621,Kosmetik & Perawatan,22500,12,0,,,
KEEP,high,B,Sanrio,SANRIO,name,images=1,cmryqjj1901axnrx4ot4m5of0,T4 SOFTLENS HIAS SANRIO CLAY,Mainan Kerajinan Kreatif Anak T4 Softlens Hias Sanrio Clay,P-24060260,Kosmetik & Perawatan,12500,6,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqib3g00nlnrx4ddt312dn,ALAT LABEL KENKO MX-5500,Perlengkapan Kantor Alat Label Kenko MX-5500,P-23100111,Lainnya,67500,6,0,,,
KEEP,high,C,Joyko,JOYKO,name,images=1,cmryqib7700nnnrx4eubnim71,ALAT LABEL MX-5500M JOYKO,Perlengkapan Kantor Alat Label MX-5500M Joyko,8990001638260,Lainnya,75000,1,0,,,
KEEP,high,B,Labubu,LABUBU,name,images=1,cmryqicvb00oinrx4r2sciovb,BAIM CITCIT LABUBU 1607T JUO3,Perlengkapan Serbaguna Baim Citcit Labubu 1607T JUO3,P-25030893,Lainnya,21000,24,0,,,
KEEP,high,B,Labubu,LABUBU,name,images=1,cmryqicz300oknrx41bu1a7q2,BAIM DULUX LABUBU 620C,Perlengkapan Serbaguna Baim Dulux Labubu 620C,P-25020189,Lainnya,30000,12,0,,,
KEEP,high,B,Sanrio,KUROMI,name,images=1,cmryqid2r00omnrx4kw4t9u6l,BAIM VANCHNEE KUROMI 937,Perlengkapan Serbaguna Baim Vanchnee Kuromi 937,P-25020167,Lainnya,35000,24,0,,,
KEEP,high,A,Barbie,BARBIE,name,images=1,cmryqieiv00pbnrx4ounm19go,BARBIE KW RAPUNSEL,Perlengkapan Serbaguna Barbie Kw Rapunsel,8990001444250,Lainnya,14500,12,0,,,
KEEP,high,B,DC Comics,BATMAN,name,images=1,cmryqif9100ppnrx44ghg4ayc,BATMAN SET 21288A +ACC,Perlengkapan Serbaguna Batman Set 21288A +Acc,P-23080546,Lainnya,16000,12,0,,,
KEEP,high,B,Tayo,TAYO,name,images=1,cmryqih4d00qpnrx4hnmg8059,BIS TAYO SET MD3461 STAR RIDER 2026B,Kendaraan Mainan Anak Bis Tayo Set MD3461 Star Rider 2026B,P-26060954,Lainnya,11000,108,0,,,
REVIEW,low,?,-,BOXY,name,images=1,cmryqik9700sdnrx42a0mxrx4,BOXY ALL STAR 36/PAK,Perlengkapan Serbaguna Boxy All Star 36/PAK,P-26070255,Lainnya,40000,24,0,Y,,kemungkinan merek lokal/tak dikenal: BOXY
REVIEW,low,?,-,BOXY,name,images=1,cmryqikcz00sfnrx4txirwrid,BOXY BIG BOSS 42/PAK,Perlengkapan Serbaguna Boxy Big Boss 42/PAK,P-26020857,Lainnya,30000,96,0,Y,,kemungkinan merek lokal/tak dikenal: BOXY
REVIEW,low,?,-,BOXY,name,images=1,cmryqikgv00shnrx4rva1ncnq,BOXY NOBEL CAMPUS 36/PAK,Perlengkapan Serbaguna Boxy Nobel Campus 36/PAK,P-25041001,Lainnya,40000,6,0,Y,,kemungkinan merek lokal/tak dikenal: BOXY
REVIEW,low,?,-,BOXY,name,images=1,cmryqikoc00slnrx4cdxyhlnr,BOXY SKOLA CAMPUS 36/PAK,Perlengkapan Serbaguna Boxy Skola Campus 36/PAK,P-26061278,Lainnya,35000,40,0,Y,,kemungkinan merek lokal/tak dikenal: BOXY
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqim4f00tdnrx4njo45t52,"DOUBLE FOAM 1/2"" KENKO","Perlengkapan Kantor Double Foam 1/2"" Kenko",P-24050169,Lainnya,4000,24,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqim8500tfnrx439s1epl5,DOUBLE TAPE KENKO 12MM,Perlengkapan Kantor Double Tape Kenko 12MM,8990001396856,Lainnya,4500,240,0,,,
REVIEW,low,?,-,FUNDOH,name,images=1,cmryqin9p00tznrx4ma5o7zss,FUNDOH SET BW 31 KITCHEN MY LITTLE CHEF,Mainan Kerajinan Kreatif Anak Fundoh Set Bw 31 Kitchen My Little Chef,P-24121064,Lainnya,30000,12,0,Y,,kemungkinan merek lokal/tak dikenal: FUNDOH
KEEP,high,B,Labubu,LABUBU,name,images=1,cmryqinog00u7nrx4smsgi1xm,GEMBES BE 8842 LABUBU,Perlengkapan Kantor Gembes Be 8842 Labubu,P-25030660,Lainnya,31000,24,0,,,
KEEP,high,B,Sanrio,SANRIO,name,images=1,cmryqins500u9nrx49kipcecj,GEMBES BE SANRIO EIKO2,Perlengkapan Kantor Gembes Be Sanrio EIKO2,P-25041078,Lainnya,42000,6,0,,,
KEEP,high,C,Snowman,SNOWMAN,name,images=1,cmryqinvt00ubnrx4bdm937p9,GEMBES NS-1 430ML SNOWMAN,Perlengkapan Kantor Gembes NS-1 430ML Snowman,8990001748310,Lainnya,22500,36,0,,,
KEEP,high,B,Sanrio,KUROMI,name,images=1,cmryqiobi00ujnrx4rxmvsy41,GULING KPL KUROMI JA UEO3,Perlengkapan Serbaguna Guling Kpl Kuromi Ja UEO3,P-24090738,Lainnya,60000,3,0,,,
KEEP,high,C,Sidu,SIDU,name,images=1,cmryqip2000uxnrx47av6xmoq,HALUS SIDU 38 PERPAK,Perlengkapan Kantor Halus Sidu 38 Perpak,8990001610969,Lainnya,40000,38,0,,,
KEEP,high,B,Marvel,AVENGERS,name,images=1,cmryqip9h00v1nrx4armojr4k,HP BO SET 9920B-1 AVENGERS,Perlengkapan Serbaguna Hp Bo Set 9920B-1 Avengers,P-24040469,Lainnya,29000,6,0,,,
KEEP,high,C,Sidu,SIDU,name,images=1,cmryqipd600v3nrx42yi4as64,HVS SIDU 1RIM F4 70GR,Perlengkapan Kantor Hvs Sidu 1RIM F4 70GR,8990001423347,Lainnya,67500,30,0,,,
KEEP,high,A,Mattel,THOMAS,name,images=1,cmryqiqlm00vrnrx465p4mu8e,KA BO MIKA 668-5 THOMAS SPEED,Perlengkapan Serbaguna Ka Bo Mika 668-5 Thomas Speed,P-23070776,Lainnya,67500,6,0,,,
KEEP,high,B,Marvel,AVENGERS,name,images=1,cmryqiqwq00vxnrx4c5lq85fq,KEKER SET 312-B AVENGERS,Perlengkapan Serbaguna Keker Set 312-B Avengers,P-23120616,Lainnya,12500,12,0,,,
KEEP,high,A,Mattel,THOMAS,name,images=1,cmryqir0e00vznrx4m90oxpal,KEROTAN TR-377A THOMAS,Perlengkapan Serbaguna Kerotan TR-377A Thomas,8990001085439,Lainnya,3500,60,0,,,
KEEP,high,C,Kiky,KIKY,name,images=1,cmryqirf700w7nrx4rlo2guwg,KIKY 38/PAK,Perlengkapan Serbaguna Kiky 38/PAK,P-23070460,Lainnya,37500,196,0,,,
KEEP,high,C,Kiky,KIKY,name,images=1,cmryqiriw00w9nrx4r91b0ln5,KIKY 58/PAK,Perlengkapan Serbaguna Kiky 58/PAK,P-23070462,Lainnya,55000,40,0,,,
KEEP,high,C,Kiky,KIKY,name,images=1,cmryqivj100yfnrx4yc0wayyp,LOOSE LEAF A5 V25 KIKY FANCY,Perlengkapan Serbaguna Loose Leaf A5 V25 Kiky Fancy,8990001257508,Lainnya,4500,30,0,,,
KEEP,high,A,Faber-Castell,FABER-CASTELL,name,images=1,cmryqj0cr010znrx45g61vkog,PAKET EBTA FABER CASTELL MANTAP,Perlengkapan Serbaguna Paket Ebta Faber Castell Mantap,8990001031573,Lainnya,35000,12,0,,,
KEEP,high,C,Zebra,ZEBRA,name,images=1,cmryqj64b0141nrx48j9q8hb6,PENCILTIC ZEBRA,Perlengkapan Serbaguna Penciltic Zebra,8990001365821,Lainnya,40000,6,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqjbuc0173nrx4r4tvz5zb,PERVERATOR 30 XL KENKO,Perlengkapan Kantor Perverator 30 Xl Kenko,8990001085125,Lainnya,20000,12,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqjby50175nrx4k82i7vpb,PERVERATOR NO 30 KENKO,Perlengkapan Kantor Perverator No 30 Kenko,P-23100594,Lainnya,18000,149,0,,,
KEEP,high,C,Joyko,JOYKO,name,images=1,cmryqjcgv017fnrx4lpqs1i7k,POST IT MMS-1 JOYKO,Perlengkapan Kantor Post It MMS-1 Joyko,P-25040519,Lainnya,23000,9,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqjcoc017jnrx4ozi8k16d,PUSH PIN PN-30 KENKO,Perlengkapan Kantor Push Pin PN-30 Kenko,8990001708444,Lainnya,3500,204,0,,,
KEEP,high,C,Snowman,SNOWMAN,name,images=1,cmryqjcvq017nnrx48sqqvh7k,REFILL INK SNOWMAN MIG-20 PERMANENT,Perlengkapan Kantor Refill Ink Snowman MIG-20 Permanent,8990001177707,Lainnya,13000,34,0,,,
KEEP,high,C,Sidu,SIDU,name,images=1,cmryqjeyi018rnrx4kjxcmw3c,SIDU 38/ECER,Perlengkapan Kantor Sidu 38/ECER,8990001822966,Lainnya,4000,60,0,,,
KEEP,high,C,Sidu,SIDU,name,images=1,cmryqjf29018tnrx4bn5lh7me,SIDU 38/PAK,Perlengkapan Kantor Sidu 38/PAK,8990001718450,Lainnya,33000,656,0,,,
KEEP,high,C,Sidu,SIDU,name,images=1,cmryqjf5z018vnrx4hrejxrj2,SIDU 40 COKLAT/PAK,Perlengkapan Kantor Sidu 40 Coklat/Pak,P-25030632,Lainnya,42000,32,0,,,
KEEP,high,C,Sidu,SIDU,name,images=1,cmryqjf9q018xnrx4mz9qdkuv,SIDU 58/ECER,Perlengkapan Kantor Sidu 58/ECER,8990001822973,Lainnya,5500,60,0,,,
KEEP,high,C,Sidu,SIDU,name,images=1,cmryqjfdg018znrx4s5jkb4qc,SIDU 58/PAK,Perlengkapan Kantor Sidu 58/PAK,8990001822997,Lainnya,49000,324,0,,,
KEEP,high,C,Kiky,KIKY,name,images=1,cmryqjfor0195nrx49tdqp88z,SKETCH BOOK A4 KIKY,Perlengkapan Serbaguna Sketch Book A4 Kiky,P-23070847,Lainnya,27500,407,0,,,
KEEP,high,B,Labubu,LABUBU,name,images=1,cmryqjfsm0197nrx43qj16tst,SLIP LABUBU,Perlengkapan Serbaguna Slip Labubu,P-25020260,Lainnya,8500,24,0,,,
KEEP,high,B,Labubu,LABUBU,name,images=1,cmryqjfwh0199nrx4h5syre2k,SLOP ANAK HJ-222 LABUBU,Perlengkapan Serbaguna Slop Anak HJ-222 Labubu,P-25030896,Lainnya,32000,48,0,,,
KEEP,high,B,Sanrio,CINNAMOROLL,name,images=1,cmryqjg08019bnrx4zzxv6kwz,SLOP CINNAMOROLL SUNBODY,Perlengkapan Serbaguna Slop Cinnamoroll Sunbody,P-25020186,Lainnya,36000,12,0,,,
KEEP,high,C,Joyko,JOYKO,name,images=1,cmryqjg3y019dnrx4quluhgxg,SOLASI MAGIC JOYKO NDST-5,Alat Tulis Sekolah Solasi Magic Joyko NDST-5,P-24050107,Lainnya,8000,12,0,,,
KEEP,high,A,Faber-Castell,FABER-CASTELL,name,images=1,cmryqjh5d019xnrx4v538mx11,STABILLO FABER-CASTELL TEXTLINER 48,Perlengkapan Serbaguna Stabillo Faber-Castell Textliner 48,P-24050958,Lainnya,12500,18,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqjhcn01a1nrx4mtoumzno,STABILLO KENKO HL-100,Alat Tulis Sekolah Stabillo Kenko HL-100,8990001092277,Lainnya,4500,110,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqji2m01afnrx4pyl4osav,STAMP PAD KCL KENKO,Alat Tulis Sekolah Stamp Pad Kcl Kenko,8990001631599,Lainnya,9000,12,0,,,
KEEP,high,B,Labubu,LABUBU,name,images=1,cmryqjj4y01aznrx4vne26m0h,TALI HP LABUBU 12500,Perlengkapan Serbaguna Tali Hp Labubu 12500,P-24100830,Lainnya,12500,24,0,,,
KEEP,high,B,Tayo,TAYO,name,images=1,cmryqjjng01b9nrx4blgzufnw,TAYO SET MD3468 STAR RIDER,Perlengkapan Serbaguna Tayo Set MD3468 Star Rider,8990001212729,Lainnya,10000,444,0,,,
KEEP,high,B,Tayo,TAYO,name,images=1,cmryqjjr601bbnrx47suildl7,TAYO TIUP + RODA,Perlengkapan Serbaguna Tayo Tiup + Roda,8990001136810,Lainnya,30000,14,0,,,
KEEP,high,A,Barbie,BARBIE,name,images=1,cmryqjjv001bdnrx4x22kkjvb,TELEPON SET DT 688 BARBIE,Mainan Telepon Edukatif Bayi Set Dt 688 Barbie,8990001196111,Lainnya,15000,24,0,,,
KEEP,high,A,Mattel,THOMAS,name,images=1,cmryqjk2e01bhnrx4yj0cd7sy,THOMAS SET ST3-647 ALLOY SERIES,Perlengkapan Serbaguna Thomas Set ST3-647 Alloy Series,P-25051140,Lainnya,14000,12,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqjkhc01bpnrx4pzxensug,TIP EX HH-01 A KENKO,Alat Tulis Sekolah Tip Ex HH-01 A Kenko,8990001316984,Lainnya,5500,36,0,,,
KEEP,high,C,Joyko,JOYKO,name,images=1,cmryqjkkz01brnrx4qlhoj8fi,TIP EX JK-01 JOYKO,Alat Tulis Sekolah Tip Ex JK-01 Joyko,P-24070328,Lainnya,4000,528,0,,,
KEEP,high,C,Joyko,JOYKO,name,images=1,cmryqjkom01btnrx49b12jjhv,TIP EX JOYKO CF-P211,Alat Tulis Sekolah Tip Ex Joyko CF-P211,8990001149384,Lainnya,4500,72,0,,,
KEEP,high,C,Joyko,JOYKO,name,images=1,cmryqjksb01bvnrx46y5fwyrh,TIP EX JOYKO CF-S209,Alat Tulis Sekolah Tip Ex Joyko CF-S209,8990001601363,Lainnya,5500,60,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqjkw101bxnrx4kayi17o9,TIP EX KE-108 KENKO,Alat Tulis Sekolah Tip Ex KE-108 Kenko,P-24070327,Lainnya,6000,372,0,,,
KEEP,high,B,Sanrio,KUROMI,name,images=1,cmryqjkzo01bznrx4cjxewdbu,TIP EX ROLL 9500 KUROMI,Perlengkapan Serbaguna Tip Ex Roll 9500 Kuromi,P-23091056,Lainnya,14000,84,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqjl3q01c1nrx4r1nxh4zw,TIP EX ROLL CT-802N KENKO,Alat Tulis Sekolah Tip Ex Roll CT-802N Kenko,8990001022236,Lainnya,5500,48,0,,,
KEEP,high,C,Kenko,KENKO,name,images=1,cmryqjl7g01c3nrx4s8kjgksq,TIPE-X ROLL CT-2001 KENKO,Alat Tulis Sekolah Tipe-X Roll CT-2001 Kenko,8990001524303,Lainnya,11000,144,0,,,
KEEP,high,A,Mattel,THOMAS,name,images=1,cmryqjmnn01cvnrx4cecs144h,TUMBLING V311 THOMAS,Perlengkapan Serbaguna Tumbling V311 Thomas,8990001159956,Lainnya,22500,9,0,,,
REVIEW,low,?,-,WARDAH,name,images=1,cmryqjmrc01cxnrx47f77a0n5,WARDAH LIGHTENING TWO WAY CAKE,Perlengkapan Serbaguna Wardah Lightening Two Way Cake,8990001432615,Lainnya,60000,4,0,Y,,kemungkinan merek lokal/tak dikenal: WARDAH
